regNum;fullTitle;dept;dNum;titleString;day;time1;time2;location;building;room;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites;description
12857;CLSC 214 Evolution and Human Behavior;CLSC;214;Evolution and Human Behavior;TF;08:30 am;09:40 am ;Science Center-274;Science Center;274;1;27;3;30;;EC;SBA;(s);Evolutionary Psychology is the scientific study of human nature as shaped by natural selection. It is grounded in evolutionary biology and the psychological sciences with connections to disciplines ranging from neuroscience to anthropology and economics. Topics covered will include adaptive solutions to major life challenges including survival, mating, family relations, and group living (e.g., cooperation, aggression, and status).
13991;CLSC 300 Seminar: Topics in Cognitive and Linguistic Sciences;CLSC;300;Seminar: Topics in Cognitive and Linguistic Sciences;W;09:50 am;12:20 pm ;Science Center-450;Science Center;450;1;17;0;15;;;Social and Behavioral Analysis or Epistemology and Cognition;(s);<strong>Topic for 2016-17 How We Choose </strong>|Every day we make many choices. Some of these choices are trivial but some can have profound effects on our lives. In this interdisciplinary course, we will investigate how individuals make choices, examining processes of decision-making that are often intuitive and irrational. Topics include biases that lead to poor choices, loss aversion, sunk costs, risk-taking, impulsiveness, moral choice, and group decision-making.[|]
13149;CPLT 113 Studies in Fiction;CPLT;113;Studies in Fiction;MTh;11:10 am;12:20 pm ;Pendleton Hall East-239;Pendleton Hall East;239;1;23;37;60;;LL;Language and Literature;(s);<strong>Topic for 2016-17: Beyond Borders: Writers of Color Across the Globe​
</strong>|This course takes a whirlwind tour of the world through the imaginative literature of writers of color across the world. Although each work will provide a distinct and exhilarating experience, a number of overlapping threads will connect the works in various ways: generational change and conflict amidst cross-cultural encounters| evolving ideas of love and identity| the persistence of suffering, among others. The syllabus will likely include the following works: Chinua Achebe's Things Fall Apart</em>| Gabriel Garcia Marquez's One Hundred Years of Solitude</em>| Haruki Murakami's Japanese love song to youth and the Beatles, Norwegian Wood</em>| Marjane Satrapi's graphic novel of an Iranian childhood, Persepolis</em>| Nu Nu Yi 's Burmese tale of irregular eroticism, Smile as they Bow</em>| the Indian writer Arundhati Roy's God of Small Things</em>, and Lola Shoneyin's comic but unsettling novel of polygamy in Nigeria, The Secret Lives of Baba Segi's Wives</em>.
14150;CPLT 180 What is World Literature?;CPLT;180;What is World Literature?;MTh;11:10 am;12:20 pm ;Founders Hall-102;Founders Hall;102;1;4;56;60;;LL;Language and Literature;(s);"World Literature&rdquo| views a literary work as the product of local culture, then of regional or national culture, and finally of global culture. Critics of world literature argue that a text&rsquo|s richness may be lost in translation, that too often a privileged Western literary tradition forces &ldquo|other&rdquo| literatures into a relationship of belatedness and inferiority, and that world literature leads to the globalization of culture&mdash|and as the global language becomes predominantly English, the world of literature will be known through that single language alone. This course offers an opportunity to not only read rich and exciting literary texts from ancient eras to the contemporary moment but also after reading key critical essays that defend and critique &ldquo|World Literature&rdquo| to reflect on the cultural politics that directly or indirectly determines who reads what. Likely texts among others:&nbsp|The Homeric Hymn to Demeter|&nbsp|</em>Ovid,&nbsp|Metamorphoses</em>| Murasaki,&nbsp|The Tale of the Genji</em>| Qu,&nbsp|The Lament</em>| Poe,&nbsp|Tales</em>| Dove,&nbsp|Mother Love</em>| Akutagawa,&nbsp|Stories</em>| Soyinka,&nbsp|Ak&eacute|</em>| Ma,&nbsp|Red Dust</em>| Spivak, &ldquo|Crossing Borders&rdquo|| Saussy, &ldquo|Exquisite Cadavers Stitched from Fresh Nightmares: Of Memes, Hives, and Selfish Genes&rdquo|| Cao, &ldquo|Cross-Civilization Variation Theory."
13826;CPLT 209 Literature On the Brain: Introduction to Cognitive Poetics;CPLT;209;Literature On the Brain: Introduction to Cognitive Poetics;MTh;09:50 am;11:00 am ;Founders Hall-307;Founders Hall;307;1;28;2;30;;EC;LL;(s);What happens to your brain when you read a poem and find yourself laughing out loud or wrinkling your nose in disgust?  What makes a story feel &ldquo|nightmarish,&rdquo| &ldquo|trancelike&rdquo| or &ldquo|dreamy&rdquo| and can we pinpoint the features that generate such impressions? Why do we care so much about characters we meet in books? Cognitive poetics is an emerging approach to literary studies that seeks to answer such questions.  It applies insights drawn from cognitive science, psychology and linguistics to literary texts to reveal how novels and poems make us feel the way they do. Each week, we will read cutting edge research in this exciting new field and ask how it helps us make sense of literary texts. These texts will range widely through different languages, cultures and times, from ancient Greek epics to contemporary science fiction. The course will appeal to students with interests in literature, linguistics, psychology, neuroscience, medicine and beyond but it requires no previous experience in any of these areas.
13772;CPLT 236 The Girl in Modern East Asian Culture;CPLT;236;The Girl in Modern East Asian Culture;TF;01:30 pm;02:40 pm ;Jewett Art Center-450;Jewett Art Center;450;1;25;0;25;;ARS;LL;(s);&nbsp|In East Asia, the rise of the girl in literary and popular culture coincides with the appearance of modernity itself. Beginning with the 'modern girl, we move chronologically, exploring coming-of-age tropes in East Asian fiction, manga, anime and film. How does the objectification of the adolescent girl illuminate issues around ethnicity, national identity, sexuality, even globalization? What national anxieties hover around girls' bodies? We read texts in English translation and explore models of female development that might aid us in our exploration of this cultural phenomenon. Secondary readings include works by Sigmund Freud, Julia Kristeva, Marianne Hirsch, Carol Gilligan, Elizabeth Grosz, among others.
14152;CPLT 275 Translation and the Multilingual World;CPLT;275;Translation and the Multilingual World;MTh;02:50 pm;04:00 pm ;Pendleton Hall East-349;Pendleton Hall East;349;1;14;16;30;;LL;Language and Literature;(s);A study of translation in theory and in practice, in its literal and metaphorical senses alike, and of the multilingual world in which translation takes place. Topics: translation of literary texts, translation of sacred texts, the history and politics of translation, the lives of translators, translation and gender, machine translation, adaptation as translation. Students taking the course at the 300 level will do a substantial independent project: a translation, a scholarly inquiry, a combination of the two.
14153;CPLT 375 Translation and the Multilingual World;CPLT;375;Translation and the Multilingual World;MTh;02:50 pm;04:00 pm ;Pendleton Hall East-349;Pendleton Hall East;349;1;14;16;30;;LL;Language and Literature;(s);A study of translation in theory and in practice, in its literal and metaphorical senses alike, and of the multilingual world in which translation takes place. Topics: translation of literary texts, translation of sacred texts, the history and politics of translation, the lives of translators, translation and gender, machine translation, adaptation as translation. Students taking the course at the 300 level will do a substantial independent project: a translation, a scholarly inquiry, a combination of the two.
10006;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;08:30 am;09:40 am ;Science Center-257;Science Center;257;1;14;12;10;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
10042;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;09:50 am;11:00 am ;Science Center-257;Science Center;257;1;16;10;10;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
12882;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;11:10 am;12:20 pm ;Science Center-257;Science Center;257;1;16;10;9;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
14183;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;MTh;01:30 pm;02:40 pm ;Science Center-257;Science Center;257;1;13;13;10;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
10508;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;08:30 am;10:20 am ;Science Center-E101;Science Center;E101;0;9;6;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
10509;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;10:30 am;12:20 pm ;Science Center-E101;Science Center;E101;0;9;6;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
10510;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;10:30 am;12:20 pm ;Science Center-S160A;Science Center;S160A;0;2;13;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
12086;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;01:30 pm;03:20 pm ;Science Center-E101;Science Center;E101;0;15;0;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
12772;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;T;01:30 pm;03:20 pm ;Science Center-S160A;Science Center;S160A;0;6;9;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
13303;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;W;10:30 am;12:20 pm ;Science Center-S160A;Science Center;S160A;0;13;2;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
13817;CS 111 Computer Programming and Problem Solving;CS;111;Computer Programming and Problem Solving;W;02:15 pm;04:05 pm ;Science Center-S160A;Science Center;S160A;0;5;10;15;;MM;Mathematical Modeling;(s);An introduction to problem solving through computer programming. Students learn how to read, modify, design, debug, and test algorithms that solve problems. Programming concepts include control structures, data structures, abstraction, recursion, modularity, and object-oriented design. Students explore these concepts in the context of interactive programs involving graphics and user interfaces using the Python programming language. Students are required to attend an additional two-hour laboratory section each week. Required for students who wish to major or minor in computer science or elect more advanced courses in the field.
14175;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;TF;09:50 am;11:00 am ;Science Center-E211;Science Center;E211;1;22;2;24;;MM;Mathematical Modeling;(s);Technologies and services made available from Computer Science, such as online environments Facebook, Twitter, and Wikipedia, are integral in today's world. Many problems exist in our real world that transfer to and get amplified in the virtual world created by highly interconnected and ubiquitous computing. What are the basic technologies that enable all this innovation? How do these new environments affect our lives? This course aims to answer these questions through investigation of the socio-techno web. 
On the technical side we study three languages: HTML5, CSS, and basic JavaScript. We interweave the technical with the social aspects by examining issues introduced by the use of the Social Web. In the process we learn how computers work.

14181;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;TF;11:10 am;12:20 pm ;Science Center-E111;Science Center;E111;1;23;1;24;;MM;Mathematical Modeling;(s);Technologies and services made available from Computer Science, such as online environments Facebook, Twitter, and Wikipedia, are integral in today's world. Many problems exist in our real world that transfer to and get amplified in the virtual world created by highly interconnected and ubiquitous computing. What are the basic technologies that enable all this innovation? How do these new environments affect our lives? This course aims to answer these questions through investigation of the socio-techno web. 
On the technical side we study three languages: HTML5, CSS, and basic JavaScript. We interweave the technical with the social aspects by examining issues introduced by the use of the Social Web. In the process we learn how computers work.

14197;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;08:30 am;09:40 am ;Science Center-E101;Science Center;E101;0;12;0;12;;MM;Mathematical Modeling;(s);Technologies and services made available from Computer Science, such as online environments Facebook, Twitter, and Wikipedia, are integral in today's world. Many problems exist in our real world that transfer to and get amplified in the virtual world created by highly interconnected and ubiquitous computing. What are the basic technologies that enable all this innovation? How do these new environments affect our lives? This course aims to answer these questions through investigation of the socio-techno web. 
On the technical side we study three languages: HTML5, CSS, and basic JavaScript. We interweave the technical with the social aspects by examining issues introduced by the use of the Social Web. In the process we learn how computers work.

14198;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;09:50 am;11:00 am ;Science Center-E101;Science Center;E101;0;11;1;12;;MM;Mathematical Modeling;(s);Technologies and services made available from Computer Science, such as online environments Facebook, Twitter, and Wikipedia, are integral in today's world. Many problems exist in our real world that transfer to and get amplified in the virtual world created by highly interconnected and ubiquitous computing. What are the basic technologies that enable all this innovation? How do these new environments affect our lives? This course aims to answer these questions through investigation of the socio-techno web. 
On the technical side we study three languages: HTML5, CSS, and basic JavaScript. We interweave the technical with the social aspects by examining issues introduced by the use of the Social Web. In the process we learn how computers work.

14199;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;11:10 am;12:20 pm ;Science Center-E101;Science Center;E101;0;12;0;12;;MM;Mathematical Modeling;(s);Technologies and services made available from Computer Science, such as online environments Facebook, Twitter, and Wikipedia, are integral in today's world. Many problems exist in our real world that transfer to and get amplified in the virtual world created by highly interconnected and ubiquitous computing. What are the basic technologies that enable all this innovation? How do these new environments affect our lives? This course aims to answer these questions through investigation of the socio-techno web. 
On the technical side we study three languages: HTML5, CSS, and basic JavaScript. We interweave the technical with the social aspects by examining issues introduced by the use of the Social Web. In the process we learn how computers work.

14200;CS 115 Computing for the Socio-Techno Web;CS;115;Computing for the Socio-Techno Web;Th;01:30 pm;02:40 pm ;Science Center-E101;Science Center;E101;0;10;2;12;;MM;Mathematical Modeling;(s);Technologies and services made available from Computer Science, such as online environments Facebook, Twitter, and Wikipedia, are integral in today's world. Many problems exist in our real world that transfer to and get amplified in the virtual world created by highly interconnected and ubiquitous computing. What are the basic technologies that enable all this innovation? How do these new environments affect our lives? This course aims to answer these questions through investigation of the socio-techno web. 
On the technical side we study three languages: HTML5, CSS, and basic JavaScript. We interweave the technical with the social aspects by examining issues introduced by the use of the Social Web. In the process we learn how computers work.

14184;CS 220 Human-Computer Interaction;CS;220;Human-Computer Interaction;MTh;09:50 am;11:00 am ;Science Center-E125;Science Center;E125;1;18;0;18;;MM;Mathematical Modeling;(s);Human-Computer Interaction is one of the areas that have transformed the way we use computers in the last 30 years. Topics include methodology for designing and testing user interfaces, interaction styles (command line, menus, graphical user interfaces, virtual reality, tangible user interfaces), interaction techniques (including use of voice, gesture, eye movements), design guidelines, and user interface software tools. Students will design a user interface, program a prototype, and test the results for usability.
10062;CS 230 Data Structures;CS;230;Data Structures;TF;09:50 am;11:00 am ;Science Center-270;Science Center;270;1;24;1;25;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
12877;CS 230 Data Structures;CS;230;Data Structures;TF;11:10 am;12:20 pm ;Science Center-380;Science Center;380;1;16;9;25;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
14189;CS 230 Data Structures;CS;230;Data Structures;TF;01:30 pm;02:40 pm ;Science Center-E111;Science Center;E111;1;17;8;25;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
10788;CS 230 Data Structures;CS;230;Data Structures;W;08:30 am;10:20 am ;Science Center-257;Science Center;257;0;15;0;15;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
10789;CS 230 Data Structures;CS;230;Data Structures;W;08:30 am;10:20 am ;Science Center-E101;Science Center;E101;0;1;14;15;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
12299;CS 230 Data Structures;CS;230;Data Structures;W;10:30 am;12:20 pm ;Science Center-257;Science Center;257;0;15;0;15;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
13304;CS 230 Data Structures;CS;230;Data Structures;W;10:30 am;12:20 pm ;Science Center-E101;Science Center;E101;0;10;5;15;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
14190;CS 230 Data Structures;CS;230;Data Structures;W;02:15 pm;04:05 pm ;Science Center-257;Science Center;257;0;16;0;15;;MM;Mathematical Modeling;(s);An introduction to techniques and building blocks for organizing large programs. Topics include: modules, abstract data types, recursion, algorithmic efficiency, and the use and implementation of standard data structures and algorithms, such as lists, trees, graphs, stacks, queues, priority queues, tables, sorting, and searching. Students become familiar with these concepts through weekly programming assignments using the Java programming language. Students are required to attend an additional two-hour laboratory section each week.
13153;CS 231 Fundamental Algorithms;CS;231;Fundamental Algorithms;MTh;01:30 pm;02:40 pm ;Science Center-392;Science Center;392;1;25;0;25;;MM;Mathematical Modeling;(s);An introduction to the design and analysis of fundamental algorithms. General techniques covered: divide-and-conquer algorithms, dynamic programming, greediness, probabilistic algorithms. Topics include: sorting, searching, graph algorithms, compression, cryptography, computational geometry, and NP-completeness.
14185;CS 231 Fundamental Algorithms;CS;231;Fundamental Algorithms;MTh;02:50 pm;04:00 pm ;Science Center-392;Science Center;392;1;14;11;25;;MM;Mathematical Modeling;(s);An introduction to the design and analysis of fundamental algorithms. General techniques covered: divide-and-conquer algorithms, dynamic programming, greediness, probabilistic algorithms. Topics include: sorting, searching, graph algorithms, compression, cryptography, computational geometry, and NP-completeness.
10859;CS 235 Languages and Automata;CS;235;Languages and Automata;MTh;11:10 am;12:20 pm ;Science Center-268;Science Center;268;1;24;1;25;;MM;Mathematical Modeling;(s);This course offers an introduction to the concepts of languages and automata. Topics include languages, regular expressions, finite automata, grammars, pushdown automata, and Turing machines. The first half of the semester covers the Chomsky hierarchy of languages and their associated computational models. The second half of the semester focuses on decidability issues and unsolvable problems. The course closes with a brief introduction to complexity theory.
13275;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;MTh;09:50 am;11:00 am ;Science Center-364;Science Center;364;1.25;23;1;24;;MM;Mathematical Modeling;(s);This course examines how modern computer systems run programs, introducing key software and hardware abstractions between high-level programming languages and hardware circuits. The course traces themes of data representation and program translation, with a focus on how each level of abstraction (and its implementation) in a computer system impacts the execution of a high-level program. Topics include the C programming language, basic concepts of program compilation and assembly, machine code, instruction set architecture, basic microarchitecture, number representation and computer arithmetic, digital logic, the memory hierarchy, the operating system process model, virtual memory, and memory management. Students explore computer systems through projects ranging from simple hardware circuits to software memory allocators. Students are required to attend one three-hour laboratory weekly.
14191;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;MTh;11:10 am;12:20 pm ;Science Center-364;Science Center;364;1.25;24;0;24;;MM;Mathematical Modeling;(s);This course examines how modern computer systems run programs, introducing key software and hardware abstractions between high-level programming languages and hardware circuits. The course traces themes of data representation and program translation, with a focus on how each level of abstraction (and its implementation) in a computer system impacts the execution of a high-level program. Topics include the C programming language, basic concepts of program compilation and assembly, machine code, instruction set architecture, basic microarchitecture, number representation and computer arithmetic, digital logic, the memory hierarchy, the operating system process model, virtual memory, and memory management. Students explore computer systems through projects ranging from simple hardware circuits to software memory allocators. Students are required to attend one three-hour laboratory weekly.
10026;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;T;08:30 am;11:30 am ;Science Center-173;Science Center;173;0;11;1;12;;MM;Mathematical Modeling;(s);This course examines how modern computer systems run programs, introducing key software and hardware abstractions between high-level programming languages and hardware circuits. The course traces themes of data representation and program translation, with a focus on how each level of abstraction (and its implementation) in a computer system impacts the execution of a high-level program. Topics include the C programming language, basic concepts of program compilation and assembly, machine code, instruction set architecture, basic microarchitecture, number representation and computer arithmetic, digital logic, the memory hierarchy, the operating system process model, virtual memory, and memory management. Students explore computer systems through projects ranging from simple hardware circuits to software memory allocators. Students are required to attend one three-hour laboratory weekly.
10878;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;T;01:30 pm;04:30 pm ;Science Center-173;Science Center;173;0;12;0;12;;MM;Mathematical Modeling;(s);This course examines how modern computer systems run programs, introducing key software and hardware abstractions between high-level programming languages and hardware circuits. The course traces themes of data representation and program translation, with a focus on how each level of abstraction (and its implementation) in a computer system impacts the execution of a high-level program. Topics include the C programming language, basic concepts of program compilation and assembly, machine code, instruction set architecture, basic microarchitecture, number representation and computer arithmetic, digital logic, the memory hierarchy, the operating system process model, virtual memory, and memory management. Students explore computer systems through projects ranging from simple hardware circuits to software memory allocators. Students are required to attend one three-hour laboratory weekly.
14192;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;W;02:15 pm;05:15 pm ;Science Center-173;Science Center;173;0;12;0;12;;MM;Mathematical Modeling;(s);This course examines how modern computer systems run programs, introducing key software and hardware abstractions between high-level programming languages and hardware circuits. The course traces themes of data representation and program translation, with a focus on how each level of abstraction (and its implementation) in a computer system impacts the execution of a high-level program. Topics include the C programming language, basic concepts of program compilation and assembly, machine code, instruction set architecture, basic microarchitecture, number representation and computer arithmetic, digital logic, the memory hierarchy, the operating system process model, virtual memory, and memory management. Students explore computer systems through projects ranging from simple hardware circuits to software memory allocators. Students are required to attend one three-hour laboratory weekly.
14193;CS 240 Introduction to Machine Organization with Laboratory;CS;240;Introduction to Machine Organization with Laboratory;W;05:30 pm;08:30 pm ;Science Center-173;Science Center;173;0;12;0;12;;MM;Mathematical Modeling;(s);This course examines how modern computer systems run programs, introducing key software and hardware abstractions between high-level programming languages and hardware circuits. The course traces themes of data representation and program translation, with a focus on how each level of abstraction (and its implementation) in a computer system impacts the execution of a high-level program. Topics include the C programming language, basic concepts of program compilation and assembly, machine code, instruction set architecture, basic microarchitecture, number representation and computer arithmetic, digital logic, the memory hierarchy, the operating system process model, virtual memory, and memory management. Students explore computer systems through projects ranging from simple hardware circuits to software memory allocators. Students are required to attend one three-hour laboratory weekly.
14186;CS 249 Topics in Computer Sciences;CS;249;Topics in Computer Sciences;MTh;02:50 pm;04:00 pm ;Science Center-270;Science Center;270;1;13;5;18;;MM;Mathematical Modeling;(s);<strong>Topic for 2016-17: Scientific and Parallel Computing</strong>|What makes a computer good or bad at running scientific computation or visualization? Does it depend on the person doing the programming? This course provides an introduction to parallel computing systems and their use in scientific applications. Topics considered include parallelism in hardware design, especially multicores and GPUs, the programming of parallel systems including programming paradigms and algorithm design, and evaluating the efficiency of parallel systems. The course will conclude with lectures on various topics in Scientific Computing such as climate science, computational astronomy, and big data.
13625;CS 251 Theory of Programming Languages;CS;251;Theory of Programming Languages;TWF;11:10 am;12:20 pm ;Science Center-377;Science Center;377;1;18;7;25;;MM;Mathematical Modeling;(s);This course introduces principles underlying the design, semantics, and implementation of modern programming languages in major paradigms including function-oriented, imperative, and object-oriented. The course examines: language dimensions including syntax, naming, state, data, control, types, abstraction, modularity, and extensibility| issues in the runtime representation and implementation of programming languages| and the expression and management of parallelism and concurrency. Students explore course topics via programming exercises in several languages, including the development of programming language interpreters.
14187;CS 304 Databases with Web Interfaces;CS;304;Databases with Web Interfaces;TF;09:50 am;11:00 am ;Science Center-257;Science Center;257;1;26;0;25;;MM;Mathematical Modeling;(s);A study of the three-layer architecture commonly used for Web-based applications such as e-commerce sites. We will learn to model and design databases using entity-relationship diagrams and the Standard Query Language (SQL) for managing databases. We will learn PHP, CGI/Python, and Java Servlets, which are three important technologies for Web-based architectures. We will also discuss performance, reliability, and security issues. Finally, we will create dynamic websites driven by database entries.
12670;CS 307 Computer Graphics;CS;307;Computer Graphics;TF;01:30 pm;02:40 pm ;Science Center-257;Science Center;257;1;23;2;25;;MM;Mathematical Modeling;(s);A survey of topics in computer graphics with an emphasis on fundamental techniques. Topics include: graphics hardware, fundamentals of three-dimensional graphics including modeling, projection, coordinate transformation, synthetic camera specification, color, lighting, shading, hidden surface removal, animation, and texture-mapping. We also cover the mathematical representation and programming specification of lines, planes, curves, and surfaces.
14188;CS 310 Foundations of Cryptology;CS;310;Foundations of Cryptology;MTh;08:30 am;09:40 am ;Science Center-274;Science Center;274;1;10;15;25;;MM;Mathematical Modeling;(s);When is a cryptographic system secure and how will we ever know? This course introduces the computational models and theory computer scientists use to address these issues. Topics include one-way functions, trapdoor functions, probabilistic complexity classes, pseudorandom generators, interactive proof systems, zero-knowledge proofs, and the application of these theories to modern cryptology.
