regNum;fullTitle;dept;dNum;titleString;day;time1;time2;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites
13984;BISC 307 Advanced Topics in Ecology with Laboratory;BISC;307;Advanced Topics in Ecology with Laboratory;TF;09:50 am;11:00 am;Science Center-558;Science Center;558;1.25;7;5;12;;NPS;Natural and Physical Science;None.;Topic for 2016-17: Ecosystem Ecology|Ecosystems are essential to sustaining life on Earth. The emergent structure and function of ecosystems are regulated by feedbacks between biological and physical systems from the microscopic to the global scale. We will study how ecosystems cycle carbon and nutrients and how the energy balance of ecosystems creates critical feedbacks with climate. We will also examine the role that humans play in managing, creating, and using services from ecosystems in our current era of rapid global change. Students will develop statistical skills working with real datasets from the Long-Term Ecological Research (LTER) network and will gain experience collecting new field data from nearby LTER sites to understand temporal and spatial patterns of ecosystem processes.
14169;CHEM 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;CHEM;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;TF;09:50 am;11:00 am;Science Center-392;Science Center;392;1.25;32;0;24;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110, BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course.;<p class="sc-BodyText">This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with BISC 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC110/112 is a prerequisite.
10063;CHEM 120 Intensive Introductory Chemistry with Laboratory;CHEM;120;Intensive Introductory Chemistry with Laboratory;MTWF;08:30 am;09:40 am;Science Center-104;Science Center;104;1.25;6;26;32;;MM;QRF;Open to students who have a score of 4 or 5 on the Chemistry AP exam or an IB Chemistry higher level score of 5 or above. Students must have fulfilled the basic skills component of the Quantitative Reasoning requirement. Not open to students who have completed CHEM 105/CHEM 105P/CHEM 116 and/or CHEM 205. Students who score 4 or 5 on the AP exam or 5 or higher on the IB higher level examination may count one unit of AP or IB credit towards graduation even if they enroll in CHEM 120.;A one-semester course for students who have completed more than one year of high school chemistry, replacing CHEM 105 and CHEM 205 as a prerequisite for more advanced chemistry courses. It presents the topics of nuclear chemistry, atomic structure and bonding, periodicity, kinetics, thermodynamics, electrochemistry, equilibrium, acid/base chemistry, solubility, and transition metal chemistry. All of these topics are presented in the context of both historical and contemporary applications. The laboratory includes experiments directly related to topics covered in lecture, an introduction of statistical analysis of data, molecular modeling and computational chemistry, instrumental and classical methods of analysis, thermochemistry, and solution equilibria. The course meets for four periods of lecture/discussion and one 3.5-hour laboratory.
14077;GEOS 120 Planetary Habitability: Past, Present, Future with Laboratory;GEOS;120;Planetary Habitability: Past, Present, Future with Laboratory;MTh;01:30 pm;04:00 pm;Observatory-123;Observatory;123;1.25;19;0;18;;MM;NPS;Open to first years and sophomores only.Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken a 100-level ASTR or GEOS course.;Overall, Earth is a pretty fine place to live.  But how did it get this way, and will it always be so nice?  We will explore Earth’s place in the Universe in both space and time, focusing on processes that led to the Earth as we know it. We then will examine cosmic, geologic, and human processes that are altering our planet at a time when humans have become change agents on a global scale. This interdisciplinary, studio-style course features two long blocks per week with hands-on activities including group work, discussions, and projects with non-traditional assessment tailored to individual student goals. There will be opportunities for nighttime telescopic observing along with field trips to rock outcrops that preserve evidence of a very different early Earth climate.
10063;CHEM 120 Intensive Introductory Chemistry with Laboratory;CHEM;120;Intensive Introductory Chemistry with Laboratory;MTWF;08:30 am;09:40 am;Science Center-104;Science Center;104;1.25;6;26;32;;MM;QRF;Open to students who have a score of 4 or 5 on the Chemistry AP exam or an IB Chemistry higher level score of 5 or above. Students must have fulfilled the basic skills component of the Quantitative Reasoning requirement. Not open to students who have completed CHEM 105/CHEM 105P/CHEM 116 and/or CHEM 205. Students who score 4 or 5 on the AP exam or 5 or higher on the IB higher level examination may count one unit of AP or IB credit towards graduation even if they enroll in CHEM 120.;A one-semester course for students who have completed more than one year of high school chemistry, replacing CHEM 105 and CHEM 205 as a prerequisite for more advanced chemistry courses. It presents the topics of nuclear chemistry, atomic structure and bonding, periodicity, kinetics, thermodynamics, electrochemistry, equilibrium, acid/base chemistry, solubility, and transition metal chemistry. All of these topics are presented in the context of both historical and contemporary applications. The laboratory includes experiments directly related to topics covered in lecture, an introduction of statistical analysis of data, molecular modeling and computational chemistry, instrumental and classical methods of analysis, thermochemistry, and solution equilibria. The course meets for four periods of lecture/discussion and one 3.5-hour laboratory.
12818;WRIT 307 Learning by Giving: Crime, Punishment and Collateral Damage;WRIT;307;Learning by Giving: Crime, Punishment and Collateral Damage;TF;11:10 am;12:20 pm;Pendleton Hall East-151;Pendleton Hall East;151;1;18;0;15;;SBA;Social and Behavioral Analysis;One 200-level course in the social sciences. Preference will be given to students who have a demonstrated commitment to service.;Students will collaborate with local non-profit organizations that are working on issues related to the U.S. carceral state, such as community re-integration of ex-offenders, changing sentencing laws or prison practices, or addressing the consequences of incarceration for families and neighborhoods. Working in small teams, students will identify an area of need with their organization, gather information and research ways to best approach this issue, and write a grant seeking funding to address this area of need. At the conclusion of the course, students will fund one or more of these grants through a generous award from the Learning by Giving Foundation. A significant component of this course will involve learning how to write in a professional context and how to collaborate effectively on a project of consequence.&nbsp| Our aim is to provide students with a set of communication skills transferable to a variety of different fields and ones that will prepare them for the kinds of writing they will do beyond the Wellesley classroom.
12207;ASTR 102 Introductory Astronomy Laboratory;ASTR;102;Introductory Astronomy Laboratory;T;07:30 pm;09:30 pm;Observatory-123;Observatory;123;0;11;1;10;;;None;Permission of Instructor: Required;This laboratory is intended to accompany our introductory astronomy courses. Lab sections meet weekly, at night, at the Whitin Observatory. Students will learn constellations and sky motions through a combination of naked-eye observing and hands-on exercises. They will learn to operate our telescopes and will use them to carry out observations using both historical and modern techniques.
12232;ASTR 102 Introductory Astronomy Laboratory;ASTR;102;Introductory Astronomy Laboratory;T;09:30 pm;11:30 pm;Observatory-123;Observatory;123;0;9;3;12;;;None;None.;This laboratory is intended to accompany our introductory astronomy courses. Lab sections meet weekly, at night, at the Whitin Observatory. Students will learn constellations and sky motions through a combination of naked-eye observing and hands-on exercises. They will learn to operate our telescopes and will use them to carry out observations using both historical and modern techniques.
12233;ASTR 102 Introductory Astronomy Laboratory;ASTR;102;Introductory Astronomy Laboratory;W;07:30 pm;09:30 pm;Observatory-123;Observatory;123;0;12;0;12;;;None;None.;This laboratory is intended to accompany our introductory astronomy courses. Lab sections meet weekly, at night, at the Whitin Observatory. Students will learn constellations and sky motions through a combination of naked-eye observing and hands-on exercises. They will learn to operate our telescopes and will use them to carry out observations using both historical and modern techniques.
12235;ASTR 102 Introductory Astronomy Laboratory;ASTR;102;Introductory Astronomy Laboratory;Th;07:30 pm;09:30 pm;Observatory-123;Observatory;123;0;12;0;12;;;None;None.;This laboratory is intended to accompany our introductory astronomy courses. Lab sections meet weekly, at night, at the Whitin Observatory. Students will learn constellations and sky motions through a combination of naked-eye observing and hands-on exercises. They will learn to operate our telescopes and will use them to carry out observations using both historical and modern techniques.
14144;ASTR 120 Planetary Habitability: Past, Present, Future with Laboratory;ASTR;120;Planetary Habitability: Past, Present, Future with Laboratory;MTh;01:30 pm;04:00 pm;Observatory-123;Observatory;123;1.25;19;0;18;;MM;NPS;Open to first years and sophomores only.Fulfillment of the basic skills component of the Quantitative Reasoning requirement.Not open to students who have taken a 100-level ASTR or GEOS course.;Overall, Earth is a pretty fine place to live.  But how did it get this way, and will it always be so nice?  We will explore Earth’s place in the Universe in both space and time, focusing on processes that led to the Earth as we know it. We then will examine cosmic, geologic, and human processes that are altering our planet at a time when humans have become change agents on a global scale. This interdisciplinary, studio-style course features two long blocks per week with hands-on activities including group work, discussions, and projects with non-traditional assessment tailored to individual student goals. There will be opportunities for nighttime telescopic observing along with field trips to rock outcrops that preserve evidence of a very different early Earth climate.
12268;BIOC 219 Genetics with Laboratory;BIOC;219;Genetics with Laboratory;TF;11:10 am;12:20 pm;Science Center-396;Science Center;396;1.25;60;0;60;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry, or BISC 116/CHEM116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.|[|]<div><em>Students must attend lab during the first week in order to continue in the course</em>.|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab.&nbsp| Please plan your schedule ​accordingly[|]
12270;BIOC 219 Genetics with Laboratory;BIOC;219;Genetics with Laboratory;T;12:30 pm;04:00 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry, or BISC 116/CHEM116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.|[|]<div><em>Students must attend lab during the first week in order to continue in the course</em>.|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab.&nbsp| Please plan your schedule ​accordingly[|]
12269;BIOC 219 Genetics with Laboratory;BIOC;219;Genetics with Laboratory;M;01:30 pm;05:00 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry, or BISC 116/CHEM116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.|[|]<div><em>Students must attend lab during the first week in order to continue in the course</em>.|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab.&nbsp| Please plan your schedule ​accordingly[|]
12272;BIOC 219 Genetics with Laboratory;BIOC;219;Genetics with Laboratory;Th;01:00 pm;04:30 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry, or BISC 116/CHEM116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.|[|]<div><em>Students must attend lab during the first week in order to continue in the course</em>.|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab.&nbsp| Please plan your schedule ​accordingly[|]
12273;BIOC 219 Genetics with Laboratory;BIOC;219;Genetics with Laboratory;F;01:00 pm;04:30 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry, or BISC 116/CHEM116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.|[|]<div><em>Students must attend lab during the first week in order to continue in the course</em>.|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab.&nbsp| Please plan your schedule ​accordingly[|]
12227;BIOC 320 Integrated Biophysical Chemistry Advanced Laboratory;BIOC;320;Integrated Biophysical Chemistry Advanced Laboratory;Th;11:10 am;12:20 pm;Science Center-220;Science Center;220;1;17;0;16;;NPS;Natural and Physical Science;BIOC 223;An intensive laboratory course offering a multiweek independent research project and training in experimental applications of physical chemistry and biochemistry. Topics will include spectroscopy, chemical thermodynamics of biomolecules, and enzyme kinetics. This course will emphasize independent hypothesis development and experimental design skills as well as professional conference-style presentation of results. Students will read primary literature, construct a research proposal, develop their own laboratory protocols manual, conduct experiments using a variety of instrumentation, and present their research in a poster format at the end of the semester. One class period per week plus one lab and mandatory weekly meetings with instructor.
13299;BIOC 320 Integrated Biophysical Chemistry Advanced Laboratory;BIOC;320;Integrated Biophysical Chemistry Advanced Laboratory;M;01:30 pm;05:00 pm;Science Center-300;Science Center;300;0;9;0;8;;NPS;Natural and Physical Science;BIOC 223;An intensive laboratory course offering a multiweek independent research project and training in experimental applications of physical chemistry and biochemistry. Topics will include spectroscopy, chemical thermodynamics of biomolecules, and enzyme kinetics. This course will emphasize independent hypothesis development and experimental design skills as well as professional conference-style presentation of results. Students will read primary literature, construct a research proposal, develop their own laboratory protocols manual, conduct experiments using a variety of instrumentation, and present their research in a poster format at the end of the semester. One class period per week plus one lab and mandatory weekly meetings with instructor.
13300;BIOC 320 Integrated Biophysical Chemistry Advanced Laboratory;BIOC;320;Integrated Biophysical Chemistry Advanced Laboratory;T;12:30 pm;04:00 pm;Science Center-300;Science Center;300;0;8;0;8;;NPS;Natural and Physical Science;BIOC 223;An intensive laboratory course offering a multiweek independent research project and training in experimental applications of physical chemistry and biochemistry. Topics will include spectroscopy, chemical thermodynamics of biomolecules, and enzyme kinetics. This course will emphasize independent hypothesis development and experimental design skills as well as professional conference-style presentation of results. Students will read primary literature, construct a research proposal, develop their own laboratory protocols manual, conduct experiments using a variety of instrumentation, and present their research in a poster format at the end of the semester. One class period per week plus one lab and mandatory weekly meetings with instructor.
13769;BISC 101 First-Year Seminar: What's up with men & women? ... the science behind female/male differences;BISC;101;First-Year Seminar: What's up with men & women? ... the science behind female/male differences;MTh;09:50 am;11:00 am;Science Center-155;Science Center;155;1;16;0;16;;NPS;Natural and Physical Science;None. Open to First-Year students only.;Beyond the social construct of gender, what are the actual differences between the sexes? How do variations in the hard wiring of our brains, in our hormones and in our biochemistry make women and men different? Do men and women fall into distinct categories or onto a continuum?  We will investigate the biochemical origins and consequences of female/male differences in our minds, our bodies, our affections and our abilities. Lectures, active learning exercises and class discussions of papers from the primary literature will allow students to acquire a basic understanding of biochemical processes and gain insights into the methods used to address scientific questions. Writing assignments will challenge students to investigate what it means to be a woman in the 21st century.
11343;BISC 105 Stem Cells: A New Frontier in Biomedicine;BISC;105;Stem Cells: A New Frontier in Biomedicine;TF;09:50 am;11:00 am;Science Center-274;Science Center;274;1;20;12;8;;NPS;Natural and Physical Science;Fulfillment of the basic skills component of the Quantitative Reasoning requirement.;In this interdisciplinary&nbsp|course, we will focus on the unique biological properties of stem cells and how these cells might lead to novel patient therapies. Questions to be addressed include: How were stem cells discovered? Where do stem cells come from, and&nbsp|how can they be used to study human diseases? What are the similarities and differences between embryonic stem cells, adult stem cells, and "induced pluripotent stem cells"? We will also discuss the scientific,&nbsp|bioethical&nbsp|and political&nbsp|controversies associated with recent stem cell discoveries. Promising areas of current research will be described.
10248;BISC 109 Human Biology with Laboratory;BISC;109;Human Biology with Laboratory;Th;01:00 pm;04:30 pm;Science Center-384;Science Center;384;0;3;11;14;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 103.;This course focuses on human anatomy, physiology, and evolution. Lecture topics will include: human origins and evolution| the structure and function of the major physiological systems| exercise physiology| and human genetics. Laboratories explore human physiology, focusing on the development and application of skills in experimental design, statistical analysis, and scientific writing.
14165;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;TF;11:10 am;12:20 pm;Science Center-392;Science Center;392;1.25;32;0;24;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course.;This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with CHEM 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC 110/112 is a prerequisite.
10251;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;M;01:30 pm;05:00 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include: organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.&nbsp||<em>Students must attend lab during the first week in order to continue in the course.&nbsp|</em>|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab. Please plan your schedule accordingly.
10228;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;T;12:30 pm;04:00 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include: organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.&nbsp||<em>Students must attend lab during the first week in order to continue in the course.&nbsp|</em>|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab. Please plan your schedule accordingly.
10245;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;W;02:15 pm;05:45 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include: organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.&nbsp||<em>Students must attend lab during the first week in order to continue in the course.&nbsp|</em>|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab. Please plan your schedule accordingly.
10217;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;Th;01:00 pm;04:30 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include: organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.&nbsp||<em>Students must attend lab during the first week in order to continue in the course.&nbsp|</em>|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab. Please plan your schedule accordingly.
10242;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;F;01:00 pm;04:30 pm;Science Center-E301;Science Center;E301;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116. Not open to first-year students.;The goal of the course is to develop an understanding of the fundamental principles of genetics at the molecular, cellular, and organismal levels. The mechanisms that regulate the control of gene expression leading to alteration in phenotype during cellular differential will be studied. A link will be established between the generation of genetic variants through mutation and recombination, their patterns of inheritance, interactions between genes to produce complex phenotypes, and the maintenance of such genetic variation in natural populations. Topics will include: organization of the eukaryotic genome, gene structure and function, multilevel gene control and dysregulation in disease, genetics of pattern formation, inheritance of gene differences, gene and allele interactions, and aspects of population and evolutionary genetics. Laboratory investigation will expose students to the fundamentals of genetics including classical and molecular techniques for genetic analysis.&nbsp||<em>Students must attend lab during the first week in order to continue in the course.&nbsp|</em>|Lab requires students to come in outside of scheduled lab time - generally 3 days after the scheduled lab. Please plan your schedule accordingly.
13984;BISC 307 Advanced Topics in Ecology with Laboratory;BISC;307;Advanced Topics in Ecology with Laboratory;TF;09:50 am;11:00 am;Science Center-558;Science Center;558;1.25;7;5;12;;NPS;Natural and Physical Science;None.;Topic for 2016-17: Ecosystem Ecology|Ecosystems are essential to sustaining life on Earth. The emergent structure and function of ecosystems are regulated by feedbacks between biological and physical systems from the microscopic to the global scale. We will study how ecosystems cycle carbon and nutrients and how the energy balance of ecosystems creates critical feedbacks with climate. We will also examine the role that humans play in managing, creating, and using services from ecosystems in our current era of rapid global change. Students will develop statistical skills working with real datasets from the Long-Term Ecological Research (LTER) network and will gain experience collecting new field data from nearby LTER sites to understand temporal and spatial patterns of ecosystem processes.
14169;CHEM 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;CHEM;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;TF;09:50 am;11:00 am;Science Center-392;Science Center;392;1.25;32;0;24;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110, BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course.;<p class="sc-BodyText">This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp| It is designed for students whose interests lie at the interface of chemistry and biology and must be taken concurrently with BISC 116. Students will learn how structure and function of biological systems are shaped by principles of atomic properties and chemical bonding. Cellular metabolism and molecular genetics are integrated with quantitative introductions to thermodynamics, equilibrium, and kinetics. Other topics motivated by the application of chemistry to biology include nuclear chemistry and cellular growth and differentiation. The laboratory is a hands-on introduction to spectroscopy, microscopy, and other experimental techniques, as well as quantitative analysis, experimental design, and scientific writing. Successful completion of this course enables a student to take any course for which either CHEM105 or BISC110/112 is a prerequisite.
10063;CHEM 120 Intensive Introductory Chemistry with Laboratory;CHEM;120;Intensive Introductory Chemistry with Laboratory;MTWF;08:30 am;09:40 am;Science Center-104;Science Center;104;1.25;6;26;32;;MM;QRF;Open to students who have a score of 4 or 5 on the Chemistry AP exam or an IB Chemistry higher level score of 5 or above. Students must have fulfilled the basic skills component of the Quantitative Reasoning requirement. Not open to students who have completed CHEM 105/CHEM 105P/CHEM 116 and/or CHEM 205. Students who score 4 or 5 on the AP exam or 5 or higher on the IB higher level examination may count one unit of AP or IB credit towards graduation even if they enroll in CHEM 120.;A one-semester course for students who have completed more than one year of high school chemistry, replacing CHEM 105 and CHEM 205 as a prerequisite for more advanced chemistry courses. It presents the topics of nuclear chemistry, atomic structure and bonding, periodicity, kinetics, thermodynamics, electrochemistry, equilibrium, acid/base chemistry, solubility, and transition metal chemistry. All of these topics are presented in the context of both historical and contemporary applications. The laboratory includes experiments directly related to topics covered in lecture, an introduction of statistical analysis of data, molecular modeling and computational chemistry, instrumental and classical methods of analysis, thermochemistry, and solution equilibria. The course meets for four periods of lecture/discussion and one 3.5-hour laboratory.
14077;GEOS 120 Planetary Habitability: Past, Present, Future with Laboratory;GEOS;120;Planetary Habitability: Past, Present, Future with Laboratory;MTh;01:30 pm;04:00 pm;Observatory-123;Observatory;123;1.25;19;0;18;;MM;NPS;Open to first years and sophomores only.Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken a 100-level ASTR or GEOS course.;Overall, Earth is a pretty fine place to live.  But how did it get this way, and will it always be so nice?  We will explore Earth’s place in the Universe in both space and time, focusing on processes that led to the Earth as we know it. We then will examine cosmic, geologic, and human processes that are altering our planet at a time when humans have become change agents on a global scale. This interdisciplinary, studio-style course features two long blocks per week with hands-on activities including group work, discussions, and projects with non-traditional assessment tailored to individual student goals. There will be opportunities for nighttime telescopic observing along with field trips to rock outcrops that preserve evidence of a very different early Earth climate.
